ppn,maa2,jvu,titel,deeltitel,editie,impressum,epn,copy_counter,sgn,mms_id_item,item_policy,mms_id_holding,mms_id,kmc4821,kmc4850
036167835,Aa,1986,"@Op zoek naar mens en materiële cultuur : feestbundel aangeboden aan J.D. van der Waals ter gelegenheid van zijn emeritaat / onder red. van Harry Fokkens, Pieteke Banga en Mette Bierma",,,[S.l. : s.n.],064840875,1,MAF 374,23377514940007151,Reading room,22377514950007151,991007108749707151,,
036167835,Aa,1986,"@Op zoek naar mens en materiële cultuur : feestbundel aangeboden aan J.D. van der Waals ter gelegenheid van zijn emeritaat / onder red. van Harry Fokkens, Pieteke Banga en Mette Bierma",,,[S.l. : s.n.],098664166,2,ND 1986/60120,23377514960007151,Reading room,22377514970007151,991007108749707151,,
036210242,Aa,1987,@Opgegraven beschaving : de geschiedenis van de beschaving aan de hand van archeologische vondsten / Ruth Whitehouse en John Wilkins ; [vert. uit het Engels door M.W. Blok],,,Veenendaal : Gaade,098669524,1,5007552,23387835710007151,Reading room,22387835720007151,991007203259707151,,
036295191,Aa,1985,@Archeologische kroniek van Overijssel over 1982-1984 / A.D. Verlinde,,,[Amersfoort] : ROB,098677144,1,4000148,23406198280007151,Reading room,22406198290007151,991007338369707151,,
036295590,Aa,1985,@Archeologische kroniek van Holland over 1984 / Rijksdienst voor het Oudheidkundig Bodemonderzoek,,,[Amersfoort] : ROB,098677195,1,4000157,23387728490007151,Reading room,22387728500007151,991007339109707151,,
036328871,Aa,1986,De @Romeinse villa te Voerendaal : opgraving 1985 / W.J.H. Willems. Een opgraving gezien vanuit het perspectief van een botanicus / Laura Kooistra,,,[Amersfoort] : ROB,098679139,1,5000058,23359676890007151,Reading room,22359676900007151,991007380459707151,,
036329398,Aa,1986,@Steentijdvondsten op de Kauter in Nieuw-Namen / R.M. van Heeringen,,,[Amersfoort] : ROB,098679236,1,4000123,23364774420007151,Reading room,22364774430007151,991007381909707151,,
036330108,Aa,1986,@Voordrachten gehouden te Middelburg ter gelegenheid van het afscheid van Ir. J.A. Trimpe Burger als provinciaal archeoloog van Zeeland / red.: R.M. van Heeringen,,,Amersfoort : Rijksdienst voor het Oudheidkundig Bodemonderzoek,098679317,1,5000056,23408263040007151,Reading room,22408263050007151,991007383459707151,,
036330108,Aa,1986,@Voordrachten gehouden te Middelburg ter gelegenheid van het afscheid van Ir. J.A. Trimpe Burger als provinciaal archeoloog van Zeeland / red.: R.M. van Heeringen,,,Amersfoort : Rijksdienst voor het Oudheidkundig Bodemonderzoek,055624529,2,S 4514 3,23408263060007151,Reading room,22408263070007151,991007383459707151,,
036379999,Aa,1986,"@Merkwaardige prehistorische beenfragmenten, nogmaals bekeken / Th.J. Maarleveld en E.P. Pieper",,,[Leiden : Rijksmuseum van Oudheden],098685120,1,5000174,23408006430007151,Reading room,22408006440007151,991007497279707151,,
036510297,Aa,1981,The @conservation of shipwrecks by impregnation with polyethylene glycol / door J. de Jong,,,[Lelystad] : Rijksdienst voor de IJsselmeerpolders,100242383,1,GE 80059/184-1,23447705410007151,Reading room,22447705420007151,991007737689707151,,
036510386,Aa,1981,The @deterioration of waterlogged wood and its protection in the soil / door J. de Jong,,,[Lelystad] : Rijksdienst voor de IJsselmeerpolders,100242391,1,GE 80059/183-1,23414167920007151,Reading room,22414167930007151,991007738029707151,,
036546488,Aa,1985,@Tussen Plein en Kalvermarkt : opgravingen in 's-Gravenhage / [tekst: J.R. Magendans],,,"'s-Gravenhage : Gemeente 's-Gravenhage, Afd. Verkeer en Vervoer, Openbare Werken en Monumentenzorg (VOM)",184358396,1,MCE 081,23413792050007151,Reading room,22413792060007151,991007815339707151,,
036546488,Aa,1985,@Tussen Plein en Kalvermarkt : opgravingen in 's-Gravenhage / [tekst: J.R. Magendans],,,"'s-Gravenhage : Gemeente 's-Gravenhage, Afd. Verkeer en Vervoer, Openbare Werken en Monumentenzorg (VOM)",051563851,2,S 4664 1985 [3],23413792090007151,Reading room,22413792100007151,991007815339707151,,
036546488,Aa,1985,@Tussen Plein en Kalvermarkt : opgravingen in 's-Gravenhage / [tekst: J.R. Magendans],,,"'s-Gravenhage : Gemeente 's-Gravenhage, Afd. Verkeer en Vervoer, Openbare Werken en Monumentenzorg (VOM)",098705431,3,5000816,23413792070007151,Reading room,22413792080007151,991007815339707151,,
036546615,Aa,1986,"@Putten uit het verleden : opgravingen in Loosduinen, Kazernestraat en Mauritshuis / door J.R. Magendans, J.A. Waasdorp ; met bijdragen van P.J.W.M. Schulten, C.J.J. Stal",,,"'s-Gravenhage : Gemeente 's-Gravenhage, Afd. Verkeer en Vervoer, Openbare Werken en Monumentenzorg (VOM)",09870544X,1,5000806,23439102300007151,Reading room,22439102310007151,991007815619707151,,
036546615,Aa,1986,"@Putten uit het verleden : opgravingen in Loosduinen, Kazernestraat en Mauritshuis / door J.R. Magendans, J.A. Waasdorp ; met bijdragen van P.J.W.M. Schulten, C.J.J. Stal",,,"'s-Gravenhage : Gemeente 's-Gravenhage, Afd. Verkeer en Vervoer, Openbare Werken en Monumentenzorg (VOM)",184342279,2,MCE 074,23439102320007151,Reading room,22439102330007151,991007815619707151,,
036546615,Aa,1986,"@Putten uit het verleden : opgravingen in Loosduinen, Kazernestraat en Mauritshuis / door J.R. Magendans, J.A. Waasdorp ; met bijdragen van P.J.W.M. Schulten, C.J.J. Stal",,,"'s-Gravenhage : Gemeente 's-Gravenhage, Afd. Verkeer en Vervoer, Openbare Werken en Monumentenzorg (VOM)",18493382X,3,MCE 075,23439102280007151,Reading room,22439102290007151,991007815619707151,,
036546615,Aa,1986,"@Putten uit het verleden : opgravingen in Loosduinen, Kazernestraat en Mauritshuis / door J.R. Magendans, J.A. Waasdorp ; met bijdragen van P.J.W.M. Schulten, C.J.J. Stal",,,"'s-Gravenhage : Gemeente 's-Gravenhage, Afd. Verkeer en Vervoer, Openbare Werken en Monumentenzorg (VOM)",045648743,4,S 4664 1986 [1],23439102220007151,Reading room,22439102270007151,991007815619707151,,
036673404,Aa,1981,@Bronze age animal bones from Bovenkarspel : the excavation at Het Valkje / Gerard Frans IJzereef ; with contrib. by J.F. van Regteren Altena and W.J. Kuijper,,,Amersfoort : ROB,10024369X,1,14045893,23354890510007151,Reading room,22354890520007151,991008022839707151,,
03668886X,Af,1985,#10#!03668872X!@Archeologische waarden in de ruilverkaveling Waterland,I: @Purmerland / J.M. Bos & R.A.G.F.M. Manning,,Amsterdam : Stichting R.A.A.P.,098717073,1,5000314,23414370470007151,Reading room,22414370480007151,991008058759707151,,
036688959,Af,1985,#20#!03668872X!@Archeologische waarden in de ruilverkaveling Waterland,II: @Wormer- en Jisperveld / J.M. Bos & R.R. Datema,,Amsterdam : Stichting R.A.A.P.,09871709X,1,5000315,23414329980007151,Reading room,22414329990007151,991008059049707151,,
036689114,Af,1985,#21#!03668872X!@Archeologische waarden in de ruilverkaveling Waterland,"@Toelichting op de Raaprapporten I en II / R.A.G.F.M. Manning, R.R. Datema",,Amsterdam : Stichting R.A.A.P.,098717138,1,5000313,23430063740007151,Reading room,22430063760007151,991008059289707151,,
036801097,Aa,1966,@Verdronken verleden : duiken naar schatten uit de geschiedenis / Ferdinand van Leeuwen,,,Amsterdam : Broekman & De Meris,217461220,1,2106685,23380452520007151,Reading room,22380452530007151,991008318169707151,,
037093142,Aa,1986,@Fibulae uit Maurik / door J.K. Haalebos,,,Leiden : Rijksmuseum van Oudheden,095590285,1,T 175 [NR Sp 65],23363078340007151,Reading room,22363078350007151,991008782549707151,,
037093142,Aa,1986,@Fibulae uit Maurik / door J.K. Haalebos,,,Leiden : Rijksmuseum van Oudheden,098750054,2,5006224,23363078360007151,Reading room,22363078370007151,991008782549707151,,
037140108,Aa,1987,"@Raakvlakken tussen scheepsarcheologie, maritieme geschiedenis en scheepsbouwkunde : inleidingen gehouden tijdens het Glavimans Symposion 1985 / red.: Reinder Reinders",,,Lelystad : Rijksdienst voor de IJsselmeerpolders,098754904,1,5004974,23423942900007151,Reading room,22423942910007151,991008890869707151,,
037140108,Aa,1987,"@Raakvlakken tussen scheepsarcheologie, maritieme geschiedenis en scheepsbouwkunde : inleidingen gehouden tijdens het Glavimans Symposion 1985 / red.: Reinder Reinders",,,Lelystad : Rijksdienst voor de IJsselmeerpolders,063510618,2,NL 98 A 8004,23423942880007151,Reading room,22423942890007151,991008890869707151,,
037883704,Aa,1987,@Schatten uit de Schelde : gebruiks- en siervoorwerpen uit de verdronken plaatsen in de Oosterschelde / [eindred. Gerrit Groeneweg],,,"Bergen op Zoom : Markiezenhof, Gemeente-Museum",098791133,1,5002140,23409901390007151,Reading room,22409901400007151,991009574889707151,,
037972510,Aa,1987,@Archeologische kroniek van Holland over 1985 / Rijksdienst voor het Oudheidkundig Bodemonderzoek,,,[Amersfoort] : ROB,098795260,1,4001592,23389208630007151,Reading room,22389208640007151,991009668499707151,,
03797291X,Aa,1987,@Archeologische gegevens over de middeleeuwse bewoningsgeschiedenis van het mondingsgebied van de Oude Rijn en hun relatie tot het landschap / Daan P. Hallewas,,,[Amersfoort] : ROB,098795287,1,5002158,23427822140007151,Reading room,22427822150007151,991009669329707151,,
038022443,Aa,1987,Die @Gräber und Grabfunde der späten Bronzezeit und frühen Eisenzeit in Overijssel / door Arie Dirk Verlinde,,,[S.l. : s.n.],098800248,1,4003091,23406744190007151,Reading room,22406744200007151,991009770439707151,,
038022443,Aa,1987,Die @Gräber und Grabfunde der späten Bronzezeit und frühen Eisenzeit in Overijssel / door Arie Dirk Verlinde,,,[S.l. : s.n.],055887848,2,MAA 311,23406744230007151,Reading room,22406744240007151,991009770439707151,,
038022443,Aa,1987,Die @Gräber und Grabfunde der späten Bronzezeit und frühen Eisenzeit in Overijssel / door Arie Dirk Verlinde,,,[S.l. : s.n.],068268734,3,MAG 729,23406744210007151,Reading room,22406744220007151,991009770439707151,,
038160080,Aa,1987,"@Archeon : de wereld van gisteren vandaag beleven : terug naar de tijd van de oermens, de hunebedbouwers, Romeinse legioenen en middeleeuwse marskramers / [tekst en eindred.: Daan Hallewas en Gerard IJzereef]",,,Amersfoort : Stichting voor Experimentele Archeologie en Educatieve Vorming,098811916,1,5004014,23432966050007151,Reading room,22432966060007151,991009995169707151,,
039940705,Aa,1987,@Opgraven of bewaren : 25 jaar archeologische monumentenzorg in Nederland 1961-1986 / [tekst: E.J. van Ginkel ; tek.: Koen van der Velden],,,Leiden : Zorn,09884153X,1,2006230,23358770560007151,Reading room,22358770570007151,991010554999707151,,
040329623,Aa,1987,"@Archeologisch onderzoek van de Duivelsberg te Kapelle, Zuid-Beveland / R.M. van Heeringen",,,[Amersfoort] : ROB,098875396,1,2004372,23445731770007151,Reading room,22445731780007151,991011072319707151,,
040407918,Aa,1987,@Rijkdommen uit ons bodemarchief : 40 jaar Oudheidkundig bodemonderzoek in Nederland 1946-1986 / [tekst: E.J. van Ginkel ; tek.: Koen van den Andel],,,Leiden : Zorn,098878085,1,2006250,23427241850007151,Reading room,22427241890007151,991011114929707151,,
04042829X,Aa,1980,De @Alblasserwaard-Vijfheerenlanden : een archeologisch ster-gebied / H. Sarfatij,,,[Amersfoort] : ROB,100260934,1,GE 80189/143-1,23403398550007151,Reading room,22403398580007151,991011150109707151,,
040503879,Af,1987,#20#!040503836!@Graven bij Valkenburg / E.J. Bult,"*II*Het @archeologisch onderzoek in 1986 / red. E.J. Bult, D.P. Hallewas",,Delft : Eburon,056338635,1,MAA 140,23401284800007151,Reading room,22401284830007151,991011199839707151,,
040503879,Af,1987,#20#!040503836!@Graven bij Valkenburg / E.J. Bult,"*II*Het @archeologisch onderzoek in 1986 / red. E.J. Bult, D.P. Hallewas",,Delft : Eburon,098882856,2,4008328,23401284840007151,Reading room,22401284850007151,991011199839707151,,
040527174,Aa,1987,@Archeologische kroniek van Gelderland 1985 / door R.S. Hulst,,,[Amersfoort] : ROB,098884522,1,4003511,23375568100007151,Reading room,22375568110007151,991011224009707151,,
040527972,Aa,1987,@Archeologische kroniek van Limburg over 1985 / W.J.H. Willems,,,[Amersfoort] : ROB,098884689,1,4003510,23453578910007151,Reading room,22453578920007151,991011226299707151,,
040528227,Aa,1987,De @muil uit de beerput : een beschrijving en een overdenking / O. Goubitz,,,[Amersfoort] : ROB,098884697,1,2004373,23382604210007151,Reading room,22382604220007151,991011226599707151,,
04083462X,Aa,1987,"Het @benen tijdperk : gebruiksvoorwerpen van been, gewei, hoorn en ivoor 10.000 jaar geleden tot heden / V.T. van Vilsteren ; [eindred. V.T. van Vilsteren ; tek. J. Bruggink]",,,Assen : Drents Museum,339116854,1,NL 34 K 1001,23444075270007151,Reading room,22444075280007151,991011633119707151,,
04083462X,Aa,1987,"Het @benen tijdperk : gebruiksvoorwerpen van been, gewei, hoorn en ivoor 10.000 jaar geleden tot heden / V.T. van Vilsteren ; [eindred. V.T. van Vilsteren ; tek. J. Bruggink]",,,Assen : Drents Museum,098908057,2,5012445,23444075290007151,Reading room,22444075300007151,991011633119707151,,
040838560,Aa,1987,@Farm life in a Carolingian village : a model based on botanical and zoological data from an excavated site / ed. by W. Groenman-van Waateringe & L.H. van Wijngaarden-Bakker,,,Assen [etc.] : Van Gorcum,075500981,1,MAP 885,23370048150007151,Reading room,22370048160007151,991011639519707151,,
040838560,Aa,1987,@Farm life in a Carolingian village : a model based on botanical and zoological data from an excavated site / ed. by W. Groenman-van Waateringe & L.H. van Wijngaarden-Bakker,,,Assen [etc.] : Van Gorcum,054443881,2,NL 43 E 4800,23370048170007151,Reading room,22370048180007151,991011639519707151,,
040838560,Aa,1987,@Farm life in a Carolingian village : a model based on botanical and zoological data from an excavated site / ed. by W. Groenman-van Waateringe & L.H. van Wijngaarden-Bakker,,,Assen [etc.] : Van Gorcum,098908499,3,4008195,23370048130007151,Reading room,22370048140007151,991011639519707151,,
040980138,Aa,1988,@Nieuwe schatten uit het verleden / Brian Fagan ; [vert. uit het Engels: Yolande Michon],,,Veenendaal : Gaade,098926497,1,5014008,23396269300007151,Reading room,22396269320007151,991011913419707151,,
040981061,Aa,1987,"@Archeologisch handboek / Jane McIntosh ; [vert. uit het Engels door Saale Uitgeefservice, Lopik]",,,Veenendaal : Gaade,098926578,1,4010732,23382724660007151,Reading room,22382724670007151,991011914439707151,,
040997529,Aa,1972,De @Huiswaard / J. de Jong en J.F. van Regteren Altena,,,[Amersfoort] : ROB,110404459,1,ND 1974/80140,23461199150007151,Reading room,22461199160007151,991011940759707151,,1974
041047079,Aa,1987,"@Plundering, of verrijking van de scheepvaartgeschiedenis? : voordrachten en discussie gehouden tijdens een door de Sectie Scheepvaart- en Maritieme Musea van de Nederlandse Museumvereniging georganiseerd symposium op 17 september 1986 in het Rijksmuseum 'Nederlands Scheepvaart Museum' te Amsterdam / red.: F.P. Brand ... [et al.]",,,Amsterdam : Nederlandse Museumvereniging,063510510,1,ACQ,23361843440007151,Blocked,22361843450007151,991011996739707151,,
041047079,Aa,1987,"@Plundering, of verrijking van de scheepvaartgeschiedenis? : voordrachten en discussie gehouden tijdens een door de Sectie Scheepvaart- en Maritieme Musea van de Nederlandse Museumvereniging georganiseerd symposium op 17 september 1986 in het Rijksmuseum 'Nederlands Scheepvaart Museum' te Amsterdam / red.: F.P. Brand ... [et al.]",,,Amsterdam : Nederlandse Museumvereniging,098932411,2,5005893,23361843460007151,Reading room,22361843470007151,991011996739707151,,
041113276,Aa,1987,De @Romeinse villa te Voerendaal : opgraving 1986 / W.J.H. Willems en L.I. Kooistra,,,[Amersfoort] : ROB,098941003,1,5005334,23465614440007151,Reading room,22465614470007151,991012112149707151,,
041127986,Aa,1987,@New discoveries along the limes in the Dutch eastern river area / W.J.H. Willems,,,[Amersfoort] : ROB,098942670,1,5005332,23428878310007151,Reading room,22428878320007151,991012134889707151,,
041128524,Aa,1987,@Calceology : a new hobby : the drawing and recording of archaeological footwear / O. Goubitz,,,[Amersfoort] : ROB,098942719,1,5005331,23419020970007151,Reading room,22419020980007151,991012135849707151,,
041128699,Aa,1987,@Archeologische kroniek van Overijssel over 1985 / A.D. Verlinde,,,[Amersfoort] : ROB,098942735,1,4004353,23440813070007151,Reading room,22440813080007151,991012136249707151,,
041130219,Aa,1987,Het @Bossche Broek opgerold : een archeologisch onderzoek in Den Dungen / W.J.H. Verwers en P.W. van den Broeke,,,[Amersfoort] : ROB,098942859,1,5005333,23404903320007151,Reading room,22404903330007151,991012139239707151,,
04134569X,Aa,1987,@Uitgeput huisraad : twee Groninger beerputten in historisch-archeologisch perspectief / A. Carmiggelt ... [et al.],,,Groningen : Stichting Monument en Materiaal,098952455,1,4007146,23467509050007151,Reading room,22467509060007151,991012279519707151,,
04147693X,Aa,1987,"@Oudheidkundige Werkgemeenschap Aalten, Dinxperlo, Wisch : augustus 1962 - augustus 1987 : 25",,,[Dinxperlo] : Oudheidkundige Werkgemeenschap Aalten-Dinxperlo-Wisch,098956574,1,UIT ROULATIE,23353206950007151,Blocked,22353206960007151,991012360889707151,,
041816285,Aa,1974,@Archeologische kroniek van Limburg over de jaren 1971-1972 / J.H.F. Bloemers,,,[Amersfoort] : Rijksdienst voor het Oudheidkundig Bodemonderzoek,100272754,1,NE 1974/60122,23374184050007151,Reading room,22374184060007151,991012855399707151,,
042609887,Aa,1987,"@Getekend zand : tien jaar archeologisch onderzoek in Oss-Ussen / onder red. van: W.A.B. van der Sanden, P.W. van den Broeke",,,Waalre : Stichting Brabants Heem,099008610,1,4012738,23383803950007151,Reading room,22383803960007151,991013198239707151,,
042610184,Af,1988,#50#!821941208!@Archeologische kroniek van Noord-Brabant,"*[Dl. 5]*@1983-1984 / W.J.H. Verwers ; met bijdragen van N. Arts, H.L. Janssen en A. Verhoeven",,Waalre : Stichting Brabants Heem,099008637,1,UIT ROULATIE,23352607130007151,Blocked,22352607140007151,991013198929707151,,
042791820,Aa,1987,"Een @inventarisatie van neolithische vondsten uit de Achterhoek, Gelderland / P. Schut",,,Amersfoort : Rijksdienst voor het Oudheidkundig Bodemonderzoek,099014343,1,5007214,23401956030007151,Reading room,22401956070007151,991013297819707151,,
042791820,Aa,1987,"Een @inventarisatie van neolithische vondsten uit de Achterhoek, Gelderland / P. Schut",,,Amersfoort : Rijksdienst voor het Oudheidkundig Bodemonderzoek,055032273,2,S 4514 4,23401956080007151,Reading room,22401956090007151,991013297819707151,,
042843332,Af,1987,#40#!207152314!@Corpus van middeleeuws aardewerk uit gesloten vondstcomplexen in Nederland en Vlaanderen (C.M.A.) / D.P. Hallewas. Reeks A:  / D.P. Hallewas,*Afl. 4*@Ceramiek uit een laat 13e-eeuwse vulling van een immuniteitssloot van de Sint Paulusabdij te Utrecht / door M. Smit ; m.m.v. J.E. Dilz ; red.: T.J. Hoekstra en H.L. Janssen,,Amersfoort/Laarne : [s.n.],099018691,1,5009036,23456567050007151,Reading room,22456567060007151,991013367259707151,,
04284424X,AF,1987,"@Ceramiek uit een laat 18e-eeuwse afvalkuil op het voormalig Zuiderkerkhof te Groningen / door H. van Gangelen, G. Kortekaas, A. Carmiggelt",,,Amersfoort/Laarne : [s.n.],099018810,1,5008918,23463157930007151,Reading room,22463157940007151,991013368599707151,,
04314800X,Af,1987,"#10#!043145981!@Archeologie: de Dommelvallei, een archeologische inventarisatie / Fokko Kortlang","*Dl. I*Methode, resultaten en planologische aspekten",,['s-Hertogenbosch] : Provincie Noord-Brabant,099043351,1,5008164,23393777700007151,Reading room,22393777710007151,991013758729707151,,
043148085,Af,1987,"#20#!043145981!@Archeologie: de Dommelvallei, een archeologische inventarisatie / Fokko Kortlang",*Dl. II*@Bewoningsgeschiedenis,,['s-Hertogenbosch] : Provincie Noord-Brabant,099043378,1,5008191,23399887840007151,Reading room,22399887850007151,991013758949707151,,
043198783,Aa,1980,@Arnhem-Meinerswijk : een nieuw castellum aan de Rijn / W.J.H. Willems,,,[Amersfoort] : ROB,100279171,1,UIT ROULATIE,23407665370007151,Blocked,22407665380007151,991013856649707151,,
043198872,Aa,1980,@Castra Herculis : een Romeins castellum bij Arnhem / W.J.H. Willems,,,[Amersfoort] : ROB,10027918X,1,GE 80189/145-1,23398995790007151,Reading room,22398995820007151,991013856749707151,,
043379044,Af,1987,#10#!041173279!@Assendelver polder papers / R.W. Brandt,"*1* / ed. by R.W. Brandt, W. Groenman-van Waateringe, S.E. van der Leeuw",,"Amsterdam : Universiteit van Amsterdam, Albert Egges van Giffen Instituut voor Prae- en Protohistorie",09905938X,1,5011298,23365723160007151,Reading room,22365723170007151,991014049119707151,,
043733530,Aa,1987,"@Langs de weg : de Romeinse weg van Boulogne-sur-Mer naar Keulen, verkeersader voor industrie en handel : Villa Rustica, het Romeinse boerenbedrijf in het Rijn/Maasgebied / onder red. van P. Stuart en M.E.Th. de Grooth",,,Heerlen : Thermenmuseum,099082780,1,5012710,23396954900007151,Reading room,22396954910007151,991014431799707151,,
043790348,Aa,1987,@Archeologie en ruimtelijke ordening in Noordoost-Groningen : een moeizame relatie / F.F.J. Schoorl,,,Amersfoort : Rijksdienst voor het Oudheidkundig Bodemonderzoek,09908709X,1,5009016,23378730010007151,Reading room,22378730020007151,991014501829707151,,
043790348,Aa,1987,@Archeologie en ruimtelijke ordening in Noordoost-Groningen : een moeizame relatie / F.F.J. Schoorl,,,Amersfoort : Rijksdienst voor het Oudheidkundig Bodemonderzoek,061978280,2,S 4514 5,23378730030007151,Reading room,22378730050007151,991014501829707151,,
043936628,Aa,1985,De @Motte : publikaties 1969-1984 / De Motte,,,Dirksland : Vereniging van amateurarcheologen voor Goeree-Overflakkee,099095637,1,5009072,23421299410007151,Reading room,22421299420007151,991014672889707151,,
044064276,Aa,1988,@Archeologie en geschiedenis van een bouwplaats in Amersfoort / [red. J.A. Brongers],,,Amersfoort : Bekking,099107171,1,3001625,23421062690007151,Reading room,22421062710007151,991014856069707151,,
044064276,Aa,1988,@Archeologie en geschiedenis van een bouwplaats in Amersfoort / [red. J.A. Brongers],,,Amersfoort : Bekking,065387937,2,MAL 035,23421062720007151,Reading room,22421062750007151,991014856069707151,,
044067895,Aa,1988,@Noviomagus : op het spoor der Romeinen in Nijmegen / [J.H.F. Bloemers ... et al.],,3#3e verb. dr,Nijmegen : Provinciaal Museum G.M. Kam,435879456,1,NL 36 C 2001,23393833330007151,Reading room,22393833340007151,991014862829707151,,
044067895,Aa,1988,@Noviomagus : op het spoor der Romeinen in Nijmegen / [J.H.F. Bloemers ... et al.],,3#3e verb. dr,Nijmegen : Provinciaal Museum G.M. Kam,099107627,2,4012610,23393833350007151,Reading room,22393833360007151,991014862829707151,,
04407168X,Aa,1987,De @Bataven : archeologisch onderzoek in het rivierengebied / W.J.H. Willems,,,[Amersfoort] : ROB,09910816X,1,2010347,23426636160007151,Reading room,22426636190007151,991014869619707151,,
044072058,Aa,1987,"Een @Frankisch grafveld en sporen van bewoning uit de laat-romeinse tijd en vroege middeleeuwen bij Swalmen, Limburg / E. Milikowski",,,[Amersfoort] : ROB,099108208,1,5009293,23442956360007151,Reading room,22442956370007151,991014870139707151,,
044408382,Aa,1988,"De '@Lutina', een Overijssels vrachtschip, vergaan in 1888 : het onderzoek van een vrachtschip, gevonden op kavel h 48 in Oostelijk Flevoland / door P.B. Zwiers en K. Vlierman",,,Lelystad : Rijksdienst voor de IJsselmeerpolders,099137348,1,5016143,23395339880007151,Reading room,22395339910007151,991015316749707151,,
045349568,Aa,1988,"@Onderwater- en scheepsarcheologie / Monumentenraad, [Commissie Onderwaterarcheologie]",,,Rijswijk : Monumentenraad,099147955,1,5010052,23463810300007151,Reading room,22463810310007151,991016043489707151,,
045582505,Aa,1978,@Archeologische kroniek van Noord-Holland over 1977 / P.J. Woltering,,,[Amersfoort] : ROB,21901423X,1,GE 80189/114-1,23406270750007151,Reading room,22406270760007151,991016181499707151,,
045651493,Aa,1987,@Medieval settlement and economy north of the lower Rhine : archeology and history of Kootwijk and the Veluwe (the Netherlands) / by H.A. Heidinga ; [transl. into English by S.M. van Gelder-Ottway],,,Assen [etc.] : Van Gorcum,099163160,1,5022802,23446039360007151,Reading room,22446019390007151,991016282209707151,,
045651493,Aa,1987,@Medieval settlement and economy north of the lower Rhine : archeology and history of Kootwijk and the Veluwe (the Netherlands) / by H.A. Heidinga ; [transl. into English by S.M. van Gelder-Ottway],,,Assen [etc.] : Van Gorcum,068442491,2,MAL 876,23446039340007151,Reading room,22446039350007151,991016282209707151,,
045750556,Aa,1974,Een @uitzonderlijke vroeg-middeleeuwse gordelgarnituur uit Stein (L.) / J. Ypey,,,[Amersfoort] : Rijksdienst voor het oudheidkundig bodemonderzoek,110404637,1,NE 1974/80115,23415639070007151,Reading room,22415639090007151,991016346399707151,,
046014233,Aa,1987,The @chemical analysis of prehistoric bones : a paleodietary and ecoarcheological study of Bronze Age West-Friesland / L.T. Runia,,,Oxford : B.A.R.,099889331,1,5041892,23390337220007151,Reading room,22390337280007151,991016585279707151,,
046024506,Aa,1988,@Nederland onderste boven : de archeologische rijkdom van het bodemarchief / E.J. van Ginkel,,,Amersfoort : Rijksdienst voor het Oudheidkundig Bodemonderzoek,099180839,1,4012072,23417882640007151,Reading room,22417882650007151,991016602229707151,,
046024506,Aa,1988,@Nederland onderste boven : de archeologische rijkdom van het bodemarchief / E.J. van Ginkel,,,Amersfoort : Rijksdienst voor het Oudheidkundig Bodemonderzoek,067110746,2,MAK 168,23417882620007151,Reading room,22417882630007151,991016602229707151,,
046035443,Aa,1987,"@Palynological investigations in Castellum Meinerswijk near Arnhem (the Netherlands) / D. Teunissen, H. Teunissen-van Oorschot and R. de Man",,,[Amersfoort] : ROB,09918222X,1,4009277,23357092020007151,Reading room,22357092030007151,991016624449707151,,
046035516,Aa,1987,@Moated sites in their economical and social context in Delfland / Epko J. Bult,,,[Amersfoort] : ROB,099182238,1,4009273,23424291740007151,Reading room,22424291830007151,991016624629707151,,
046035540,Aa,1987,"@Jade axes in the Netherlands : a preliminary report / P. Schut, H. Kars and J.M.A.R. Wevers",,,[Amersfoort] : ROB,099182246,1,4009274,23424299160007151,Reading room,22424299190007151,991016624759707151,,
046035567,Aa,1987,Een @merkwaardige vroeg-17e eeuwse glasvondst uit Middelburg / R.M. van Heeringen en H.E. Henkes,,,[Amersfoort] : ROB,099182270,1,4009275,23424288000007151,Reading room,22424288010007151,991016624859707151,,
046035583,Aa,1987,"De @kunst van het opgraven / A. de Haan, H. Sarfatij en H. ter Schegget",,,[Amersfoort] : ROB,099182289,1,4009276,23424272960007151,Reading room,22424272970007151,991016624909707151,,
046193057,Aa,1987,@Archeologisch onderzoek Martinikerkhof Groningen / Stichting Archeologisch Onderzoek Martinikerkhof Groningen,,,Groningen : Stichting Archeologisch Onderzoek Martinikerkhof,099198444,1,5015244,23432193290007151,Reading room,22432193300007151,991016875089707151,,
046264892,Af,1988,#10#!046264310!@Kroniek van bouwhistorisch en archeologisch onderzoek 's-Hertogenbosch / H.W. Boekwijt,*Nr. 1*,,"'s-Hertogenbosch : ""Kring Vrienden van 's-Hertogenbosch""",099205440,1,4009840,23402176050007151,Reading room,22402176060007151,991016999659707151,,
046268294,Aa,1988,"@Archeologie in Nederland : de rijkdom van het bodemarchief / samenst. een auteurscollectief van de Rijksdienst voor het Oudheidkundig Bodemonderzoek ; onder red. van W.A. van Es, H. Sarfatij en P.J. Woltering",,,Amsterdam : Meulenhoff Informatief,06815240X,1,NL 31 N 1004,23364266000007151,Reading room,22364266010007151,991017005849707151,,
046268294,Aa,1988,"@Archeologie in Nederland : de rijkdom van het bodemarchief / samenst. een auteurscollectief van de Rijksdienst voor het Oudheidkundig Bodemonderzoek ; onder red. van W.A. van Es, H. Sarfatij en P.J. Woltering",,,Amsterdam : Meulenhoff Informatief,09920603X,2,16004538,23364266020007151,Reading room,22364266030007151,991017005849707151,,
